courses_id,course_name,department_id,department_name
LAWS 7132,"Energy, Insecurity, Sustainable Law",LAWS,Law School
LAWS 7135,"Parent, Child, and State",LAWS,Law School
LAWS 7138,Legal Philosophy,LAWS,Law School
LAWS 7145,Comparative Family Law,LAWS,Law School
LAWS 7154,Land Use Planning,LAWS,Law School
LAWS 7159,Advanced Trial Advocacy,LAWS,Law School
LAWS 7164,Land Conservation Law,LAWS,Law School
LAWS 7169,Motions Advocacy,LAWS,Law School
LAWS 7200,Anthropology of Law,LAWS,Law School
LAWS 7201,Antitrust,LAWS,Law School
LAWS 7202,Environmental Law,LAWS,Law School
LAWS 7205,Administrative Law,LAWS,Law School
LAWS 7207,Federal Estate and Gift Tax,LAWS,Law School
LAWS 7209,Natural Resources and Environmental Law Clinic,LAWS,Law School
LAWS 7211,Business Planning,LAWS,Law School
LAWS 7212,Environmental Litigation,LAWS,Law School
LAWS 7217,Estate Planning,LAWS,Law School
LAWS 7218,Legal History,LAWS,Law School
LAWS 7221,Government Regulation of Business,LAWS,Law School
LAWS 7222,Environmental Decision-Making,LAWS,Law School
LAWS 7228,Intellectual Origins of the Constitution,LAWS,Law School
LAWS 7232,Global Energy Justice,LAWS,Law School
LAWS 7241,Telecommunications Law and Policy,LAWS,Law School
LAWS 7242,Environmental Justice and Law,LAWS,Law School
LAWS 7248,History of Criminal Justice,LAWS,Law School
LAWS 7251,Non-Profit Law,LAWS,Law School
LAWS 7255,Local Government,LAWS,Law School
LAWS 7261,Corporate Finance,LAWS,Law School
LAWS 7271,Venture Capital and Private Equity,LAWS,Law School
LAWS 7285,Education and the Constitution,LAWS,Law School
LAWS 7300,International Litigation,LAWS,Law School
LAWS 7301,Copyright,LAWS,Law School
LAWS 7302,Advanced Oil and Gas,LAWS,Law School
LAWS 7303,Complex Civil Litigation,LAWS,Law School
LAWS 7307,Taxation of Natural Resources,LAWS,Law School
LAWS 7309,American Indian Law Clinic,LAWS,Law School
LAWS 7310,International Dispute Settlement,LAWS,Law School
LAWS 7311,Patent Law,LAWS,Law School
LAWS 7312,Advanced Water Law,LAWS,Law School
LAWS 7315,Criminal Justice Policy and Practice,LAWS,Law School
LAWS 7318,Economics of the American Legal System,LAWS,Law School
LAWS 7320,International Criminal Law,LAWS,Law School
LAWS 7321,Patent Drafting and Prosecution,LAWS,Law School
LAWS 7322,Field Trip of Upper Colorado River Basin for Advanced Water,LAWS,Law School
LAWS 7323,Patent Litigation,LAWS,Law School
LAWS 7325,Election Law,LAWS,Law School
LAWS 7331,Sports Law,LAWS,Law School
LAWS 7333,Advanced Evidence: Forensic Science and the Criminal Courts,LAWS,Law School
LAWS 7335,The Law of Presidential Elections,LAWS,Law School
LAWS 7341,Trademark and Unfair Competition Law,LAWS,Law School
LAWS 7343,Technical & Engineering Knowledge in Litigation,LAWS,Law School
LAWS 7345,Comparative Criminal Procedure,LAWS,Law School
LAWS 7350,Analytical Strategies,LAWS,Law School
LAWS 7361,Cybersecurity,LAWS,Law School
LAWS 7365,Comp Constitutional Law,LAWS,Law School
LAWS 7371,Standardization and Standards Wars,LAWS,Law School
LAWS 7375,U.S. Races and Justice Systems,LAWS,Law School
LAWS 7381,Intellectual Property Counseling and Licensing,LAWS,Law School
LAWS 7401,Securities Regulation,LAWS,Law School
LAWS 7402,The Law of Toxic and Hazardous Wastes,LAWS,Law School
LAWS 7405,Health Law 2: Medical Malpractice and Quality Regulation,LAWS,Law School
LAWS 7406,International Moot Court Competition,LAWS,Law School
LAWS 7407,Tax Policy,LAWS,Law School
LAWS 7409,Legal Negotiation,LAWS,Law School
LAWS 7411,"Mergers, Acquisitions and Reorganizations",LAWS,Law School
LAWS 7415,Bioethics and Law,LAWS,Law School
LAWS 7418,Legal Imagination,LAWS,Law School
LAWS 7420,European Union Law,LAWS,Law School
LAWS 7421,Business and Human Rights,LAWS,Law School
LAWS 7425,Health Law and Policy,LAWS,Law School
LAWS 7426,Health Care Compliance,LAWS,Law School
LAWS 7428,Bioethics Law and Literature,LAWS,Law School
LAWS 7429,Alternative Dispute Resolution,LAWS,Law School
LAWS 7431,Corporate Finance,LAWS,Law School
LAWS 7433,Remedies,LAWS,Law School
LAWS 7439,Mediation,LAWS,Law School
LAWS 7440,International Human Rights and Humanitarian Law,LAWS,Law School
LAWS 7445,Insurance Law,LAWS,Law School
LAWS 7449,Juvenile and Family Law Clinic,LAWS,Law School
LAWS 7450,Regional Human Rights Protection for JD Students,LAWS,Law School
LAWS 7451,Law and Finance for Entrepreneurs,LAWS,Law School
LAWS 7458,Law and Literature,LAWS,Law School
LAWS 7461,Dispute Resolution in the Digital Age,LAWS,Law School
LAWS 7465,Public Health Law and Ethics,LAWS,Law School
LAWS 7471,Securities Litigation and Enforcement,LAWS,Law School
LAWS 7475,Advanced Torts,LAWS,Law School
LAWS 7505,Sexuality and the Law,LAWS,Law School
LAWS 7507,State and Local Taxation,LAWS,Law School
LAWS 7509,Mock Trial Competition,LAWS,Law School
LAWS 7512,Advanced Environmental Law: Air Pollution,LAWS,Law School
LAWS 7513,Domestic Violence,LAWS,Law School
LAWS 7515,Poverty Law,LAWS,Law School
LAWS 7520,Food Law and Practice,LAWS,Law School
LAWS 7523,Juvenile Law,LAWS,Law School
LAWS 7525,Race and American Law,LAWS,Law School
LAWS 7529,Appellate Advocacy Competition,LAWS,Law School
LAWS 7531,Wage Law and Litigation,LAWS,Law School
LAWS 7535,"Poverty, Health and Law 1",LAWS,Law School
LAWS 7541,Employment Discrimination,LAWS,Law School
LAWS 7545,"Poverty, Health and Law Practicum",LAWS,Law School
LAWS 7551,Trade Secrets,LAWS,Law School
LAWS 7555,"Poverty, Health, and Law Practicum",LAWS,Law School
LAWS 7565,Corporate Transactions in Health Law,LAWS,Law School
LAWS 7601,Business Transactions,LAWS,Law School
LAWS 7605,Refugee and Asylum Law,LAWS,Law School
LAWS 7609,Law Practice Management,LAWS,Law School
LAWS 7611,International Business Transactions,LAWS,Law School
LAWS 7615,Immigration Law and Immigrants' Rights,LAWS,Law School
LAWS 7617,International Taxation,LAWS,Law School
LAWS 7618,Marijuana Law and Policy,LAWS,Law School
LAWS 7619,Entrepreneurial Law Clinic,LAWS,Law School
LAWS 7621,Business Associations,LAWS,Law School
LAWS 7629,Introduction to the In-House Practice of Law,LAWS,Law School
LAWS 7709,Advanced Legal Negotiation,LAWS,Law School
LAWS 7710,Space Law and Policy,LAWS,Law School
LAWS 7715,Indigenous Peoples in International Law,LAWS,Law School
LAWS 7718,The Regulation of Marijuana,LAWS,Law School
LAWS 7725,American Indian Law I,LAWS,Law School
LAWS 7735,American Indian Law II,LAWS,Law School
LAWS 7745,Jurisdiction in Indian Country,LAWS,Law School
LAWS 7751,Arbitration,LAWS,Law School
LAWS 7765,Gender and Justice,LAWS,Law School
LAWS 7775,Gender Law and Public Policy,LAWS,Law School
LAWS 7801,Tech Policy Advocacy,LAWS,Law School
LAWS 7809,Technology Law and Policy Clinic,LAWS,Law School
LAWS 7846,Independent Legal Research,LAWS,Law School
LAWS 7896,Journal: University of Colorado Law Review,LAWS,Law School
LAWS 7906,Journal: University of Colorado Law Review,LAWS,Law School
LAWS 7916,"Journal: CO Natural Resources, Energy & Environmental Law Review",LAWS,Law School
LAWS 7926,"Journal: CO Natural Resources, Energy & Environmental Law Review",LAWS,Law School
LAWS 7936,Journal: Colorado Technology Law Journal,LAWS,Law School
LAWS 7939,Extern Program,LAWS,Law School
LAWS 7946,Journal: Colorado Technology Law Journal,LAWS,Law School
LAWS 7949,Remote Externship Course Component,LAWS,Law School
LAWS 8003,Seminar: Lawyers and Leadership,LAWS,Law School
LAWS 8005,Seminar: Advanced Constitutional Law Equality and Privacy,LAWS,Law School
LAWS 8011,Seminar: Humanizing Contracts: Service Learning,LAWS,Law School
LAWS 8013,Seminar: Habeas Corpus: The Great Writ of Liberty,LAWS,Law School
LAWS 8015,Seminar: Constitutional Theory,LAWS,Law School
LAWS 8021,Seminar: Consumers and the Law,LAWS,Law School
LAWS 8025,Seminar: Advanced Topics in Federalism,LAWS,Law School
LAWS 8035,"Seminar Speech, Religion, and Equality: Constitutional Values in Tension",LAWS,Law School
LAWS 8036,Seminar: Special Topics in Intellectual Property,LAWS,Law School
LAWS 8045,Seminar: Comparative Constitutional Law,LAWS,Law School
LAWS 8055,"Seminar: Media, Popular Culture, and  the Law",LAWS,Law School
LAWS 8060,Seminar: Poverty and Inequality in Comparative Perspective,LAWS,Law School
LAWS 8065,Sem White Collar Crime,LAWS,Law School
LAWS 8075,"Seminar: Race, Racism, and American Law",LAWS,Law School
LAWS 8085,Sem Crit Race Theory,LAWS,Law School
LAWS 8095,Seminar: Problems in Constitutional Law,LAWS,Law School
LAWS 8101,Seminar: Business Law Colloquium,LAWS,Law School
LAWS 8103,Seminar: Alternative Dispute Resolution Ethics,LAWS,Law School
LAWS 8104,"Seminar: Cities, Suburbs, and the Law",LAWS,Law School
LAWS 8105,Seminar: Comparative Family Law,LAWS,Law School
LAWS 8110,Seminar: Fascism and the Liberal State,LAWS,Law School
LAWS 8111,Sem: National Security Law and US Foreign Policy,LAWS,Law School
LAWS 8112,Seminar: Advanced Natural Resources Law,LAWS,Law School
LAWS 8115,Seminar: Child Abuse and the Law,LAWS,Law School
LAWS 8120,Special Topics in Constitutional Law,LAWS,Law School
LAWS 8122,Seminar: Mineral Development,LAWS,Law School
LAWS 8125,Seminar: Law and the Politics of Family Law,LAWS,Law School
LAWS 8128,Seminar: Jurisprudence,LAWS,Law School
LAWS 8135,"Seminar: Gender, Work, and Family",LAWS,Law School
LAWS 8138,Seminar: The Rhetoric of Law,LAWS,Law School
LAWS 8154,Seminar: Land Use Planning,LAWS,Law School
LAWS 8202,Seminar: Environmental Policy,LAWS,Law School
LAWS 8205,Seminar:  Law and Democratic Governance,LAWS,Law School
LAWS 8210,Seminar: Comparative Law,LAWS,Law School
LAWS 8211,"Sem: Comp Constitutional Law: US, UK and Australia",LAWS,Law School
LAWS 8212,Seminar: Environmental Law Practice and Policy,LAWS,Law School
LAWS 8222,Seminar: Environmental Philosophy and Law,LAWS,Law School
LAWS 8235,Seminar: Advanced Topics In Family Law,LAWS,Law School
LAWS 8242,Seminar: Funding Climate Action,LAWS,Law School
LAWS 8251,Seminar: Advanced Corporate Law,LAWS,Law School
LAWS 8252,Seminar: Policy and Climate Change In The Mont Blanc Region,LAWS,Law School
LAWS 8285,Seminar: Education and the Constitution,LAWS,Law School
LAWS 8300,Seminar: International Adjudication,LAWS,Law School
LAWS 8301,"Seminar: Innovation, Network Theory, Social Entrepreneurship",LAWS,Law School
LAWS 8302,Seminar: Advanced Problems in Water Resources Law,LAWS,Law School
LAWS 8303,Seminar:  Advanced Oil and Gas,LAWS,Law School
LAWS 8310,Seminar: International Crimes Punishment,LAWS,Law School
LAWS 8311,Seminar: Computer Crimes,LAWS,Law School
LAWS 8312,Seminar: The Law of the Colorado River,LAWS,Law School
LAWS 8315,Seminar: Advanced Criminal Justice,LAWS,Law School
LAWS 8318,Seminar: Law and Economics,LAWS,Law School
LAWS 8320,Seminar: Oil and International Relations,LAWS,Law School
LAWS 8321,Seminar: Computers and Law,LAWS,Law School
LAWS 8322,Seminar: Environmental Decision Making,LAWS,Law School
LAWS 8325,Seminar: Reforming Criminal Trials,LAWS,Law School
LAWS 8331,Seminar: Equality And Sports,LAWS,Law School
LAWS 8335,Seminar: Advanced Criminal Procedure,LAWS,Law School
LAWS 8341,Seminar: Law and Economics of the Information Age,LAWS,Law School
LAWS 8345,Sem Comp Crim Pro,LAWS,Law School
LAWS 8351,Seminar: Law and Economics of Utility Regulation,LAWS,Law School
LAWS 8355,Seminar: Sentencing Law and Policy,LAWS,Law School
LAWS 8361,Seminar: Advanced Information Privacy,LAWS,Law School
LAWS 8375,Seminar: Advanced Immigration and Citizenship,LAWS,Law School
LAWS 8385,Sem Law & Religion,LAWS,Law School
LAWS 8395,Seminar: Separation of Powers,LAWS,Law School
LAWS 8400,Seminar: Special Topics in International Law,LAWS,Law School
LAWS 8401,Seminar: Securities Litigation and Enforcement,LAWS,Law School
LAWS 8405,Seminar: Public Health Law and Ethics,LAWS,Law School
LAWS 8407,"Seminar: Tax Law, Economics and Policy",LAWS,Law School
LAWS 8409,Seminar Special Problems in Conflict Resolution and Management,LAWS,Law School
LAWS 8412,Seminar: Critical Law and Economics,LAWS,Law School
LAWS 8415,Seminar: Bioethics and Law,LAWS,Law School
LAWS 8421,Seminar: Duties of the Professional Advisor,LAWS,Law School
LAWS 8425,Seminar: Advanced Torts,LAWS,Law School
LAWS 8426,Seminar: The Law of Pandemics,LAWS,Law School
LAWS 8428,Seminar: Women in Law and Literature,LAWS,Law School
LAWS 8430,Seminar: Comparative Public Health Law and Ethics,LAWS,Law School
LAWS 8440,Seminar: International Human Rights,LAWS,Law School
LAWS 8450,Seminar: Law and Economic Development,LAWS,Law School
LAWS 8455,Seminar: Gender and Criminal Justice,LAWS,Law School
LAWS 8458,Seminar: Law and Literature,LAWS,Law School
LAWS 8505,Sem Interdisciplinary Perspectives on Law and Social Change,LAWS,Law School
LAWS 8508,Seminar: Constitutional Foundations Core Ideas,LAWS,Law School
LAWS 8511,Seminar: Wal-Mart,LAWS,Law School
LAWS 8515,Seminar: Forced Labor,LAWS,Law School
LAWS 8521,Seminar: Comparative Labor Law,LAWS,Law School
LAWS 8531,Seminar: Labor and Employment in Transportation,LAWS,Law School
LAWS 8533,Seminar: Criminal Law in Context: Legal and Social Images of Victims and Perpetrators,LAWS,Law School
LAWS 8535,Seminar: Class and Law,LAWS,Law School
LAWS 8538,Seminar: Modern Legal Theory Core Ideas,LAWS,Law School
LAWS 8545,Seminar:  Food Law and Policy,LAWS,Law School
LAWS 8548,Seminar: Theory of Punishment,LAWS,Law School
LAWS 8555,"Seminar:  Race, Education and American Law",LAWS,Law School
LAWS 8565,Seminar: Citizenship and Equality,LAWS,Law School
LAWS 8605,Seminar: Regulation and Innovation,LAWS,Law School
LAWS 8608,"Seminar: Power, Ethics, and Professionalism",LAWS,Law School
LAWS 8611,Seminar: US National Security and Foreign Relations in a Time of Change,LAWS,Law School
LAWS 8613,Seminar: Civil Liberties Litigation,LAWS,Law School
LAWS 8628,"Seminar: Law, Power, and Politics",LAWS,Law School
LAWS 8645,Seminar: Law and Politics Colloquium: Race in America,LAWS,Law School
LAWS 8648,Seminar: The Law of Politics,LAWS,Law School
LAWS 8650,Seminar: Conflict of Laws,LAWS,Law School
LAWS 8665,"Seminar: Sexuality, Gender Identity, and Law",LAWS,Law School
LAWS 8701,Seminar: Counseling Families in Business,LAWS,Law School
LAWS 8705,Seminar: Affordable Housing,LAWS,Law School
LAWS 8718,Seminar: Modern Theorists and Law,LAWS,Law School
LAWS 8722,Seminar: Advanced Energy Law,LAWS,Law School
LAWS 8725,Seminar: Advanced Topics in American Indian Law,LAWS,Law School
LAWS 8728,Seminar: Critical Theory Colloquium,LAWS,Law School
LAWS 8755,Seminar: Higher Education and the Law,LAWS,Law School
LAWS 8765,"Seminar: Gender, Law, and Public Policy",LAWS,Law School
LAWS 8775,Seminar: Advanced Topics in Health Law and Policy,LAWS,Law School
LAWS 8785,Seminar: Access to Justice,LAWS,Law School
LAWS 8795,Seminar: Special Topics in Law and Feminism,LAWS,Law School
LAWS 8808,Seminar: Rhetoric and the Art of Persuasion,LAWS,Law School
LAWS 9002,Public Land Law,LAWS,Law School
LAWS 9003,Ethical Organizations and Professionals,LAWS,Law School
LAWS 9005,Introduction to U.S. Law for MSL Students,LAWS,Law School
LAWS 9025,Introduction to U.S. Law For LLM Students,LAWS,Law School
LAWS 9061,Contract Drafting,LAWS,Law School
LAWS 9101,Deals:  Engineering Financial Transactions,LAWS,Law School
LAWS 9103,Ethics of Patent Practice,LAWS,Law School
LAWS 9104,Wills and Trusts,LAWS,Law School
LAWS 9111,Business Law Colloquium,LAWS,Law School
LAWS 9112,Advanced Natural Resources Law,LAWS,Law School
LAWS 9167,Partnership Taxation,LAWS,Law School
LAWS 9209,Natural Resources Law Clinic,LAWS,Law School
LAWS 9221,Advanced Applied Compliance,LAWS,Law School
LAWS 9222,Topics in Compliance,LAWS,Law School
LAWS 9223,Investigations,LAWS,Law School
LAWS 9226,Communications for Compliance Professionals,LAWS,Law School
LAWS 9246,"Intro to U.S. Legal Practice: Legal Writing, Research and Analysis",LAWS,Law School
